author,id_article,year
Daniel R. Ripoll,journals/jcc/ScheragaPLLCRWA02,2002
Junichi Higo,journals/jcc/HigoN02,2002
Bouke P. van Eijck,journals/jcc/EijckMK01,2001
Jan Kroon,journals/jcc/EijckMK01,2001
Jon Baker,journals/jcc/BakerP02,2002
Peter Pulay,journals/jcc/BakerP02,2002
Karl Jug,journals/jcc/CalaminiciJKAS02,2002
Josep Maria Anglada,journals/jcc/AngladaBBC01,2001
Emili Besalú,journals/jcc/AngladaBBC01,2001
Josep Maria Bofill,journals/jcc/AngladaBBC01,2001
Lucas Visscher,journals/jcc/Visscher02,2002
William L. Jorgensen,journals/jcc/RepaskyCJ02a,2002
Rainer Glaser,journals/jcc/SteigerG01,2001
Jenn-Huei Lii,journals/jcc/LangleyLA01c,2001
Norman L. Allinger,journals/jcc/LangleyLA01c,2001
S. K. Mishra,journals/jcc/MishraM02,2002
Jeremy C. Smith,journals/jcc/SchwarzlTSF02,2002
Martin Karplus,journals/jcc/SchaeferBLK01,2001
Steven L. Dixon,journals/jcc/ChengDDELM02,2002
Kenneth M. Merz Jr.,journals/jcc/ChengDDELM02,2002
Hugo O. Villar,journals/jcc/FilizolaTLV01,2001
Peter L. Cummins,journals/jcc/TitmussCRBG02,2002
Alistair P. Rendell,journals/jcc/TitmussCRBG02,2002
Andrey A. Bliznyuk,journals/jcc/TitmussCRBG02,2002
Jill E. Gready,journals/jcc/TitmussCRBG02,2002
Tamar Schlick,journals/jcc/QianSS01,2001
Nohad Gresh,journals/jcc/TiraboschiFRG01,2001
James Andrew McCammon,journals/jcc/HenchmanM02,2002
Umpei Nagashima,journals/jcc/UmedaKNS01,2001
Yuan-Ping Pang,journals/jcc/PangPXP01,2001
Christopher J. Cramer,journals/jcc/FrenchKJDC01,2001
Jonathan W. Essex,journals/jcc/WhiteheadEE01,2001
Paul von Ragué Schleyer,journals/jcc/Schleyer01,2001
Modesto Orozco,journals/jcc/CurutchetOL01,2001
F. Javier Luque,journals/jcc/CurutchetOL01,2001
Richard A. Friesner,journals/jcc/KaminskiSBFCMZH02,2002
Thomas A. Halgren,journals/jcc/KaminskiSBFCMZH02,2002
Annik Vivier Bunge,journals/jcc/GalanoAMV01,2001
Alan E. Mark,journals/jcc/VillaM02,2002
Ron Wehrens,journals/jcc/GelderWH01,2001
András Perczel,journals/jcc/HudakyJCP01,2001
György G. Ferenczy,journals/jcc/FerenczyA01,2001
Donald E. Williams,journals/jcc/Williams01,2001
Rubén H. Contreras,journals/jcc/BaronePC01,2001
Richard Brimacombe,journals/jcc/SommerB01,2001
Christopher J. Cramer,journals/jcc/CramerKF01,2001
Richard A. Friesner,journals/jcc/ZhangGFL01,2001
Martin R. Saunders,journals/jcc/ChandrasekharSJ01,2001
William L. Jorgensen,journals/jcc/ChandrasekharSJ01,2001
Thomas Müller,journals/jcc/TakahashiKSMA01,2001
Alexander D. MacKerell Jr.,journals/jcc/ChenYM02,2002
Robert D. Skeel,journals/jcc/SkeelTH02,2002
Donald E. Williams,journals/jcc/Williams01a,2001
William L. Jorgensen,journals/jcc/PriceOJ01,2001
Vincenzo Barone,journals/jcc/LangellaRICB02,2002
Ru-Qin Yu,journals/jcc/LuSY02,2002
Kunihiro Kitamura,journals/jcc/TakashimaYOKIMTN02,2002
Umpei Nagashima,journals/jcc/TakashimaYOKIMTN02,2002
Junichi Higo,journals/jcc/HigoSWN01,2001
István Kolossváry,journals/jcc/KolossvaryK01,2001
Christopher I. Bayly,journals/jcc/JakalianJB02,2002
Adam Liwo,journals/jcc/BobrowskiLOJO02,2002
Stanislaw Oldziej,journals/jcc/BobrowskiLOJO02,2002
Dimitris K. Agrafiotis,journals/jcc/AgrafiotisL01,2001
Victor S. Lobanov,journals/jcc/AgrafiotisL01,2001
Jeffrey Skolnick,journals/jcc/WojciechowskiS02,2002
Manuel F. Ruiz-López,journals/jcc/GolebiowskiLR02,2002
Nohad Gresh,journals/jcc/AntonyGOHSB02,2002
Peter Comba,journals/jcc/CombaR02,2002
William L. Jorgensen,journals/jcc/RepaskyCJ02,2002
Vincenzo Barone,journals/jcc/BenziISB02,2002
Karl Jug,journals/jcc/BredowGJ01a,2001
Charles L. Brooks III,journals/jcc/PriceB02,2002
Foo-Tim Chau,journals/jcc/MokLCD01,2001
Miquel Duran,journals/jcc/PaizsSCDS01,2001
Sándor Suhai,journals/jcc/PaizsSCDS01,2001
Jean-Loup Faulon,journals/jcc/Faulon01,2001
Friedrich Biegler-König,journals/jcc/Biegler-KonigS02,2002
Junichi Higo,journals/jcc/KamiyaH01,2001
Marvin Waldman,journals/jcc/KirchhoffBKWV01,2001
Carlos Alemán,journals/jcc/LeonAEL01,2001
Walter Thiel,journals/jcc/MohleHT01,2001
Dimitris K. Agrafiotis,journals/jcc/AgrafiotisRL01,2001
Victor S. Lobanov,journals/jcc/AgrafiotisRL01,2001
Klaus R. Liedl,journals/jcc/LoefflerSWLR01,2001
Bernd M. Rode,journals/jcc/LoefflerSWLR01,2001
Nino Russo,journals/jcc/Lacaze-DufaureMR01,2001
Bouke P. van Eijck,journals/jcc/Eijck02,2002
Benoît Champagne,journals/jcc/QuinetCK01,2001
Kenneth M. Merz Jr.,journals/jcc/SuarezDM02,2002
Norman L. Allinger,journals/jcc/FrenkingA01,2001
Lemin Li,journals/jcc/WangL02,2002
Begoña Hernández,journals/jcc/MunozBHOL02,2002
Modesto Orozco,journals/jcc/MunozBHOL02,2002
F. Javier Luque,journals/jcc/MunozBHOL02,2002
Bing Wang,journals/jcc/WangHP02,2002
Peter Pulay,journals/jcc/WangHP02,2002
Amedeo Caflisch,journals/jcc/BudinMTC01,2001
Michael J. Holst,journals/jcc/HolstBW01,2001
Feng Wang,journals/jcc/HolstBW01,2001
Ming-Jing Hwang,journals/jcc/EwigBDHHLLMPSTYNH01,2001
Arnold T. Hagler,journals/jcc/EwigBDHHLLMPSTYNH01,2001
Enrico O. Purisima,journals/jcc/VasilyevP02,2002
Carlos Alemán,journals/jcc/LeonZA02,2002
Jenn-Huei Lii,journals/jcc/LangleyLA01b,2001
Norman L. Allinger,journals/jcc/LangleyLA01b,2001
Sandor Vajda,journals/jcc/DennisV02,2002
Christopher J. Cramer,journals/jcc/ShererC01,2001
Michael K. Gilson,journals/jcc/LuoDG02,2002
Kentaro Shimizu,journals/jcc/NakamuraKIS02,2002
Victor S. Lobanov,journals/jcc/RassokhinLA01,2001
Dimitris K. Agrafiotis,journals/jcc/RassokhinLA01,2001
Sergey Vyazovkin,journals/jcc/Vyazovkin01,2001
Pere Constans,journals/jcc/Constans02,2002
Michael K. Gilson,journals/jcc/KairysG02,2002
Luis Fernández Pacios,journals/jcc/PaciosG01,2001
Charles L. Brooks III,journals/jcc/DominyBB02,2002
Yong Zhang,journals/jcc/ZhangY01,2001
Wilfred F. van Gunsteren,journals/jcc/SchulerDG01,2001
Jürgen Brickmann,journals/jcc/ExnerKB02,2002
Benoît Champagne,journals/jcc/JacqueminCADO02,2002
John B. O. Mitchell,journals/jcc/NobeliMAT01,2001
Alexander Alex,journals/jcc/NobeliMAT01,2001
Janet M. Thornton,journals/jcc/NobeliMAT01,2001
Jeffrey Skolnick,journals/jcc/BetancourtS01,2001
Christodoulos A. Floudas,journals/jcc/KlepeisF02,2002
Dennis S. Marynick,journals/jcc/GohM01,2001
Michael E. Beck,journals/jcc/KlamtEHBB02,2002
Karl Jug,journals/jcc/BredowGJ01,2001
Bouke P. van Eijck,journals/jcc/Eijck01,2001
Kim Palmö,journals/jcc/MannforsMPK01,2001
Samuel Krimm,journals/jcc/MannforsMPK01,2001
Jörg Weiser,journals/jcc/GuvenchWSKS02,2002
Peter S. Shenkin,journals/jcc/GuvenchWSKS02,2002
István Kolossváry,journals/jcc/GuvenchWSKS02,2002
W. Clark Still,journals/jcc/GuvenchWSKS02,2002
D. B. Chesnut,journals/jcc/Chesnut01,2001
Jürgen Brickmann,journals/jcc/ExnerKB02a,2002
Thomas A. Darden,journals/jcc/PereraDP02,2002
Lee G. Pedersen,journals/jcc/PereraDP02,2002
Peter A. Kollman,journals/jcc/HuoMK02,2002
Yuansheng Jiang,journals/jcc/LiMJ02,2002
Li Xie,journals/jcc/XieL02,2002
Bruce L. Bush,journals/jcc/SigfridssonRB02,2002
Miquel Duran,journals/jcc/PoaterDS01,2001
Miquel Solà,journals/jcc/PoaterDS01,2001
Wilfred F. van Gunsteren,journals/jcc/KrautlerGH01,2001
Georges Wipff,journals/jcc/ChaumontW02,2002
Jenn-Huei Lii,journals/jcc/LangleyLA01,2001
Norman L. Allinger,journals/jcc/LangleyLA01,2001
Peter A. Kollman,journals/jcc/WangK01,2001
Peter A. Kollman,journals/jcc/MassovaK02,2002
Piotr Cieplak,journals/jcc/CieplakCK01,2001
Peter A. Kollman,journals/jcc/CieplakCK01,2001
Gábor I. Csonka,journals/jcc/KristyanC01,2001
Miquel Duran,journals/jcc/SalvadorPDS01,2001
Sándor Suhai,journals/jcc/SalvadorPDS01,2001
Jürgen Sühnel,journals/jcc/MeyerSBS01,2001
Rajmund Kazmierkiewicz,journals/jcc/KamierkiewiczLS02,2002
Adam Liwo,journals/jcc/KamierkiewiczLS02,2002
Harold A. Scheraga,journals/jcc/KamierkiewiczLS02,2002
Benoît Champagne,journals/jcc/QuinetCK02,2002
Josep Maria Bofill,journals/jcc/Bofill01,2001
Jacopo Tomasi,journals/jcc/PomelliTC01,2001
Roberto Cammi,journals/jcc/PomelliTC01,2001
Piotr Cieplak,journals/jcc/OrzechowskiCP02,2002
Hagai Meirovitch,journals/jcc/Meirovitch02,2002
Miquel Solà,journals/jcc/FraderaS02,2002
Bing Wang,journals/jcc/WangFHP01,2001
Peter Pulay,journals/jcc/WangFHP01,2001
W. Graham Richards,journals/jcc/DaviesGHR02,2002
W. Andrzej Sokalski,journals/jcc/KdzierskiS01,2001
Jerzy Cioslowski,journals/jcc/CioslowskiS01,2001
Ron L. Shepard,journals/jcc/ShepardSL02,2002
Wilfred F. van Gunsteren,journals/jcc/KonyDSG02,2002
Reinhart Ahlrichs,journals/jcc/AhlrichsT02,2002
Jiali Gao,journals/jcc/RajamaniG02,2002
Satoshi Ono,journals/jcc/OnoKHNN02,2002
Junichi Higo,journals/jcc/OnoKHNN02,2002
Jay W. Ponder,journals/jcc/RenP02,2002
Josep Maria Anglada,journals/jcc/AngladaBBC01a,2001
Emili Besalú,journals/jcc/AngladaBBC01a,2001
Josep Maria Bofill,journals/jcc/AngladaBBC01a,2001
Xavier Gironés,journals/jcc/GironesRC01,2001
David Robert,journals/jcc/GironesRC01,2001
Ramon Carbó-Dorca,journals/jcc/GironesRC01,2001
Hiroyuki Ito,journals/jcc/ItoN01,2001
Hagai Meirovitch,journals/jcc/YaarACBM02,2002
Jenn-Huei Lii,journals/jcc/LangleyLA01a,2001
Norman L. Allinger,journals/jcc/LangleyLA01a,2001
Massoud Pedram,journals/tvlsi/PedramW02,2002
Soo-Ik Chae,journals/tvlsi/ShinCC01,2001
Kiyoung Choi,journals/tvlsi/ShinCC01,2001
Sung-Mo Kang,journals/tvlsi/JungKK02,2002
Majid Ahmadi,journals/tvlsi/ChenZA02,2002
Miron Abramovici,journals/tvlsi/AbramoviciS01,2001
Charles E. Stroud,journals/tvlsi/AbramoviciS01,2001
Alberto Macii,journals/tvlsi/MaciiMPS01,2001
Enrico Macii,journals/tvlsi/MaciiMPS01,2001
Massimo Poncino,journals/tvlsi/MaciiMPS01,2001
Riccardo Scarsi,journals/tvlsi/MaciiMPS01,2001
Jer-Min Jou,journals/tvlsi/JouKSC02,2002
Dilip V. Sarwate,journals/tvlsi/SarwateS01,2001
Naresh R. Shanbhag,journals/tvlsi/SarwateS01,2001
Eby G. Friedman,journals/tvlsi/TangF02,2002
Javier D. Bruguera,journals/tvlsi/BrugueraL01,2001
Tomás Lang,journals/tvlsi/BrugueraL01,2001
N. Ranganathan,journals/tvlsi/EjniouiR01,2001
Chantal Ykman-Couvreur,journals/tvlsi/Ykman-CouvreurLVCSHW02,2002
Diederik Verkest,journals/tvlsi/Ykman-CouvreurLVCSHW02,2002
Francky Catthoor,journals/tvlsi/Ykman-CouvreurLVCSHW02,2002
Ahmed Hemani,journals/tvlsi/Ykman-CouvreurLVCSHW02,2002
Giovanni De Micheli,journals/tvlsi/SemeriaSM01,2001
Kaushik Roy 0001,journals/tvlsi/WeiZRCJ02,2002
Zhanping Chen,journals/tvlsi/WeiZRCJ02,2002
Mariagiovanna Sami,journals/tvlsi/SamiSSZZ02,2002
Donatella Sciuto,journals/tvlsi/SamiSSZZ02,2002
Cristina Silvano,journals/tvlsi/SamiSSZZ02,2002
Yehea I. Ismail,journals/tvlsi/Ismail02,2002
Dirk Stroobandt,journals/tvlsi/Stroobandt02,2002
Fadi J. Kurdahi,journals/tvlsi/Kurdahi02,2002
Niraj K. Jha,journals/tvlsi/KhouriJ02,2002
Chung-Len Lee,journals/tvlsi/LuL02,2002
Bapiraju Vinnakota,journals/tvlsi/JiangV01,2001
Luca Benini,journals/tvlsi/BeniniCMMPS01,2001
Alberto Macii,journals/tvlsi/BeniniCMMPS01,2001
Enrico Macii,journals/tvlsi/BeniniCMMPS01,2001
Massimo Poncino,journals/tvlsi/BeniniCMMPS01,2001
Riccardo Scarsi,journals/tvlsi/BeniniCMMPS01,2001
José C. Monteiro,journals/tvlsi/MonteiroO02,2002
Arlindo L. Oliveira,journals/tvlsi/MonteiroO02,2002
Oscal T.-C. Chen,journals/tvlsi/ChenSW02,2002
Frank Vahid,journals/tvlsi/GivargisVH02,2002
Giovanni De Micheli,journals/tvlsi/SmithM01,2001
Zhanping Chen,journals/tvlsi/ChenWR01,2001
Kaushik Roy 0001,journals/tvlsi/ChenWR01,2001
Chong-Min Kyung,journals/tvlsi/KimK02,2002
Jacob K. White,journals/tvlsi/MassoudW02,2002
Mary Jane Irwin,journals/tvlsi/BishopLVI01,2001
Farid N. Najm,journals/tvlsi/KozhayaN01,2001
Kaushik Roy 0001,journals/tvlsi/ImR02,2002
Mircea R. Stan,journals/tvlsi/HamzaogluYKZNBSD02,2002
Lawrence T. Pileggi,journals/tvlsi/BeattieP02,2002
Yao-Wen Chang,journals/tvlsi/LinCC02,2002
Yvon Savaria,journals/tvlsi/JinLS02,2002
Asim Smailagic,journals/tvlsi/Smailagic01,2001
Mahmut T. Kandemir,journals/tvlsi/KandemirVIY01,2001
Mary Jane Irwin,journals/tvlsi/KandemirVIY01,2001
Frank Vahid,journals/tvlsi/GivargisVH01,2001
Catherine H. Gebotys,journals/tvlsi/Gebotys02,2002
Daniel D. Gajski,journals/tvlsi/ZhuG02,2002
John P. Hayes,journals/tvlsi/KimH01,2001
Chong-Min Kyung,journals/tvlsi/ChangK02,2002
Israel A. Wagner,journals/tvlsi/MorgenshteinFW02,2002
N. Ranganathan,journals/tvlsi/MurugavelRCC02,2002
Ramamurti Chandramouli,journals/tvlsi/MurugavelRCC02,2002
Dinesh Somasekhar,journals/tvlsi/SolomatnikovSSR02,2002
Kaushik Roy 0001,journals/tvlsi/SolomatnikovSSR02,2002
Christer Svensson,journals/tvlsi/Svensson02,2002
Susumu Horiguchi,journals/tvlsi/JiangH01,2001
Daniel P. Siewiorek,journals/tvlsi/MartinS01,2001
Makoto Yokoo,journals/tvlsi/SuyamaYSN01,2001
Ricardo Salem Zebulum,journals/tvlsi/StoicaZKTDT01,2001
Didier Keymeulen,journals/tvlsi/StoicaZKTDT01,2001
Taher Daud,journals/tvlsi/StoicaZKTDT01,2001
D. Scott Wills,journals/tvlsi/PantPW02,2002
Franco Maloberti,journals/tvlsi/DebonoMM02,2002
Kaushik Roy 0001,journals/tvlsi/SoelemanRP01,2001
Daniel G. Saab,journals/tvlsi/KocanS01,2001
Kwang-Ting Cheng,journals/tvlsi/JiangC01,2001
Arun K. Somani,journals/tvlsi/KimST01,2001
Akhilesh Tyagi,journals/tvlsi/KimST01,2001
Massoud Pedram,journals/tvlsi/ChengP02,2002
Ranga Vemuri,journals/tvlsi/VemuriG01,2001
Rajesh K. Gupta 0001,journals/tvlsi/VemuriG01,2001
Georges G. E. Gielen,journals/tvlsi/LauwersG02,2002
Ing-Jer Huang,journals/tvlsi/HuangX02,2002
Gaetano Palumbo,journals/tvlsi/AliotoP02,2002
Gerard V. Kopcsay,journals/tvlsi/KopcsayKWDRS02,2002
Alina Deutsch,journals/tvlsi/KopcsayKWDRS02,2002
Pranav Ashar,journals/tvlsi/FallahAD02,2002
Srinivas Devadas,journals/tvlsi/FallahAD02,2002
Huapeng Wu,journals/tvlsi/WuH01,2001
Sachin S. Sapatnekar,journals/tvlsi/PangjunS02,2002
Nur A. Touba,journals/tvlsi/Touba02,2002
Kia Bazargan,journals/tvlsi/RanjanBOS01,2001
Majid Sarrafzadeh,journals/tvlsi/RanjanBOS01,2001
V. Srinivasan,journals/tvlsi/SrinivasanGV01,2001
Ranga Vemuri,journals/tvlsi/SrinivasanGV01,2001
Lothar Thiele,journals/tvlsi/StrehlTGZET01,2001
Rolf Ernst,journals/tvlsi/StrehlTGZET01,2001
Jürgen Teich,journals/tvlsi/StrehlTGZET01,2001
Mehrdad Nourani,journals/tvlsi/NouraniP02,2002
Christos A. Papachristou,journals/tvlsi/NouraniP02,2002
Carl Sechen,journals/tvlsi/HoyerYS02,2002
Xiaobo Sharon Hu,journals/tvlsi/HuZS01,2001
Edwin Hsing-Mean Sha,journals/tvlsi/HuZS01,2001
Farid N. Najm,journals/tvlsi/BodapatiN01,2001
W. C. Wong,journals/tvlsi/LeongSWWYL01,2001
Luca Benini,journals/tvlsi/BeniniMMP02,2002
Alberto Macii,journals/tvlsi/BeniniMMP02,2002
Massimo Poncino,journals/tvlsi/BeniniMMP02,2002
Enrico Macii,journals/tvlsi/KruseSJSSMN01,2001
Wolfgang Nebel,journals/tvlsi/KruseSJSSMN01,2001
Anantha P. Chandrakasan,journals/tvlsi/BhardwajMC01,2001
Sachin S. Sapatnekar,journals/tvlsi/JiangSB01,2001
Ramesh Karri,journals/tvlsi/KarriW02,2002
King-Chu Hung,journals/tvlsi/HungHH01,2001
Brad L. Hutchings,journals/tvlsi/HutchingsN01,2001
Brent E. Nelson,journals/tvlsi/HutchingsN01,2001
Srivaths Ravi 0001,journals/tvlsi/RaviLJ01,2001
Ganesh Lakshminarayana,journals/tvlsi/RaviLJ01,2001
Niraj K. Jha,journals/tvlsi/RaviLJ01,2001
Majid Sarrafzadeh,journals/tvlsi/ChenSS01,2001
Anantha Chandrakasan,journals/tvlsi/SinhaWC02,2002
TingTing Hwang,journals/tvlsi/ChenHL01,2001
C. L. Liu 0001,journals/tvlsi/ChenHL01,2001
Sumant Ramprasad,journals/tvlsi/RamprasadHN02,2002
Ibrahim N. Hajj,journals/tvlsi/RamprasadHN02,2002
Farid N. Najm,journals/tvlsi/RamprasadHN02,2002
Anantha P. Chandrakasan,journals/tvlsi/SotiriadisC02,2002
Jing-Yang Jou,journals/tvlsi/JiangJH01,2001
Antonio Núñez,journals/tvlsi/BautistaN01,2001
Kuen-Jong Lee,journals/tvlsi/WangLW01,2001
Jhing-Fa Wang,journals/tvlsi/WangLW01,2001
Yehea I. Ismail,journals/tvlsi/IsmailK02,2002
Miriam Leeser,journals/tvlsi/ChiricescuLV01,2001
James D. Meindl,journals/tvlsi/JoynerVZDM01,2001
Mauro Olivieri,journals/tvlsi/Olivieri01,2001
James D. Meindl,journals/tvlsi/VenkatesanDBM01,2001
Mohamed I. Elmasry,journals/tvlsi/KhellahE01,2001
Donald E. Thomas,journals/tvlsi/WeberPT01,2001
Khurram Muhammad,journals/tvlsi/MuhammadSB01,2001
Poras T. Balsara,journals/tvlsi/MuhammadSB01,2001
Alessandro Bogliolo,journals/tvlsi/BoglioloCMP01,2001
Enrico Macii,journals/tvlsi/BoglioloCMP01,2001
Massimo Poncino,journals/tvlsi/BoglioloCMP01,2001
Zhiyuan Li,journals/tvlsi/ComptonLCKH02,2002
Scott Hauck,journals/tvlsi/ComptonLCKH02,2002
Jonathan Rose,journals/tvlsi/WiltonRV01,2001
Zvonko G. Vranesic,journals/tvlsi/WiltonRV01,2001
Miodrag Potkonjak,journals/tvlsi/QuP02,2002
Dirk Stroobandt,journals/tvlsi/VerplaetseSC01,2001
Jan M. Van Campenhout,journals/tvlsi/VerplaetseSC01,2001
Mauro Olivieri,journals/tvlsi/Olivieri02,2002
Jason Cong,journals/tvlsi/CongKP01,2001
Eby G. Friedman,journals/tvlsi/MezhibaF02,2002
Sachin S. Sapatnekar,journals/tvlsi/HuS02,2002
Anantha Chandrakasan,journals/tvlsi/MeningerMACL01,2001
Wolfgang Nebel,journals/tvlsi/SchmidtCKTN02,2002
Cheng-Wen Wu,journals/tvlsi/LiW02,2002
Kanad Chakraborty,journals/tvlsi/ChakrabortyKBMG01,2001
Pinaki Mazumder,journals/tvlsi/ChakrabortyKBMG01,2001
Klaus Waldschmidt,journals/tvlsi/OehlerGW02,2002
Jacob K. White,journals/tvlsi/MassoudMKBMW02,2002
Chung-Kuan Cheng,journals/tvlsi/ChengKLS02,2002
Andrew B. Kahng,journals/tvlsi/ChengKLS02,2002
Dirk Stroobandt,journals/tvlsi/ChengKLS02,2002
Gaetano Palumbo,journals/tvlsi/AliotoP01,2001
Hyunchul Shin,journals/tvlsi/ShinLK01,2001
Lee-Sup Kim,journals/tvlsi/ShinLK01,2001
Feipei Lai,journals/tvlsi/RuanNCLS02,2002
Uwe Schwiegelshohn,journals/tvlsi/RuanNCLS02,2002
Enrico Macii,journals/tvlsi/MaciiV02,2002
Ingrid Verbauwhede,journals/tvlsi/MaciiV02,2002
James D. Meindl,journals/tvlsi/MuleGGM02,2002
Frank Vahid,journals/tvlsi/GivargisVH02a,2002
Pravin M. Vaidya,journals/tvlsi/GalaBZVJ02,2002
Anand Raghunathan,journals/tvlsi/LajoloRDL02,2002
Sujit Dey,journals/tvlsi/LajoloRDL02,2002
Luciano Lavagno,journals/tvlsi/LajoloRDL02,2002
Daniel G. Saab,journals/tvlsi/KocanS02,2002
Forrest Brewer,journals/tvlsi/BrewerH02,2002
Gerhard Tröster,journals/tvlsi/CavadiniWT01,2001
Mircea R. Stan,journals/tvlsi/Stan01,2001
Luca Benini,journals/tvlsi/SimunicBM01,2001
Giovanni De Micheli,journals/tvlsi/SimunicBM01,2001
Diana Marculescu,journals/tvlsi/IyerM02,2002
Irith Pomeranz,journals/tvlsi/PomeranzR01a,2001
Sudhakar M. Reddy,journals/tvlsi/PomeranzR01a,2001
Luca Benini,journals/tvlsi/LuBM02,2002
Giovanni De Micheli,journals/tvlsi/LuBM02,2002
Joan Cabestany,journals/tvlsi/CantoMCLI01,2001
William H. Mangione-Smith,journals/tvlsi/KinLMP01,2001
Miodrag Potkonjak,journals/tvlsi/KinLMP01,2001
Irith Pomeranz,journals/tvlsi/PomeranzR01,2001
Sudhakar M. Reddy,journals/tvlsi/PomeranzR01,2001
Yehea I. Ismail,journals/tvlsi/IsmailFN01,2001
Eby G. Friedman,journals/tvlsi/IsmailFN01,2001
José Luis Neves,journals/tvlsi/IsmailFN01,2001
A. Patel,journals/tvlsi/RinkerCPCRHNB01,2001
Jeffrey Hammes,journals/tvlsi/RinkerCPCRHNB01,2001
Walid A. Najjar,journals/tvlsi/RinkerCPCRHNB01,2001
A. P. Wim Böhm,journals/tvlsi/RinkerCPCRHNB01,2001
Cheng-Wen Wu,journals/tvlsi/HwangW01,2001
Soonhoi Ha,journals/tvlsi/JungLH02,2002
Mark C. Johnson,journals/tvlsi/JohnsonSCR02,2002
Dinesh Somasekhar,journals/tvlsi/JohnsonSCR02,2002
Kaushik Roy 0001,journals/tvlsi/JohnsonSCR02,2002
C. Chakrabarti,journals/tvlsi/ManzakC02,2002
Rolf Ernst,journals/tvlsi/WolfEY01,2001
Naresh R. Shanbhag,journals/tvlsi/HegdeS01,2001
Keshab K. Parhi,journals/tvlsi/WangCP02,2002
Francesco Svelto,journals/tvlsi/SveltoDMC01,2001
Rinaldo Castello,journals/tvlsi/SveltoDMC01,2001
Manoj Sachdev,journals/tvlsi/ChungLS02,2002
Khurram Muhammad,journals/tvlsi/MuhammadR02,2002
Kaushik Roy 0001,journals/tvlsi/MuhammadR02,2002
Luca Benini,journals/tvlsi/BeniniMMP02a,2002
Alberto Macii,journals/tvlsi/BeniniMMP02a,2002
Enrico Macii,journals/tvlsi/BeniniMMP02a,2002
Massimo Poncino,journals/tvlsi/BeniniMMP02a,2002
Francky Catthoor,journals/tvlsi/SchurgersCE01,2001
Marc Engels,journals/tvlsi/SchurgersCE01,2001
Rolf Ernst,journals/tvlsi/HenkelE01,2001
Chi-Ying Tsui,journals/tvlsi/LeungTC01,2001
Marios C. Papaefthymiou,journals/tvlsi/KimP01,2001
Shambhu J. Upadhyaya,journals/tvlsi/ZarrinehUC01,2001
Sreejit Chakravarty,journals/tvlsi/ZarrinehUC01,2001
Rong Lin,journals/tvlsi/Lin01,2001
Chenming Hu,journals/tvlsi/CaoHCLNXSH02,2002
Magdy A. Bayoumi,journals/tvlsi/ShamsDB02,2002
Soonhoi Ha,journals/tvlsi/KimRH02,2002
Rolf Ernst,journals/tvlsi/ZiegenbeinRETT02,2002
Lothar Thiele,journals/tvlsi/ZiegenbeinRETT02,2002
Jürgen Teich,journals/tvlsi/ZiegenbeinRETT02,2002
Fadi J. Kurdahi,journals/tvlsi/MaestreKFHBS01a,2001
Milagros Fernández,journals/tvlsi/MaestreKFHBS01a,2001
Román Hermida,journals/tvlsi/MaestreKFHBS01a,2001
Nader Bagherzadeh,journals/tvlsi/MaestreKFHBS01a,2001
Wen-Ben Jone,journals/tvlsi/JoneHWL02,2002
Kuen-Jong Lee,journals/tvlsi/JoneHWL02,2002
Christof Paar,journals/tvlsi/ElbirtYCP01,2001
Kostas Masselos,journals/tvlsi/MasselosCGM02,2002
Francky Catthoor,journals/tvlsi/MasselosCGM02,2002
Constantinos E. Goutis,journals/tvlsi/MasselosCGM02,2002
Hugo De Man,journals/tvlsi/MasselosCGM02,2002
A. Chatterjee,journals/tvlsi/PantRC01,2001
Ranga Vemuri,journals/tvlsi/ChathaV02,2002
Kaushik Roy 0001,journals/tvlsi/PowellYFRV01,2001
Marco Platzner,journals/tvlsi/MencerPMF01,2001
Michael J. Flynn,journals/tvlsi/MencerPMF01,2001
Milagros Fernández,journals/tvlsi/MaestreKFHBS01,2001
Román Hermida,journals/tvlsi/MaestreKFHBS01,2001
Nader Bagherzadeh,journals/tvlsi/MaestreKFHBS01,2001
Mauro Olivieri,journals/tvlsi/Olivieri01a,2001
Chingwei Yeh,journals/tvlsi/YehK01,2001
Mohamed I. Elmasry,journals/tvlsi/AnisAE02,2002
Mary Jane Irwin,journals/tvlsi/DuarteVI02,2002
Kiyoung Choi,journals/tvlsi/ShinCC01a,2001
Patrick E. Waterson,journals/jitech/HortonBWC01,2001
Chris W. Clegg,journals/jitech/HortonBWC01,2001
Pat Finnegan,journals/jitech/FinneganL02,2002
Claudio U. Ciborra,journals/jitech/CiborraA01,2001
Jae-Hyeon Ahn,journals/jitech/AhnS02,2002
Chiara Francalanci,journals/jitech/Francalanci01,2001
Chris Sauer,journals/jitech/SauerW01,2001
Leslie P. Willcocks,journals/jitech/SauerW01,2001
Gerardine DeSanctis,journals/jitech/DeSanctisP01a,2001
David J. Grimshaw,journals/jitech/DanielG02,2002
Leslie P. Willcocks,journals/jitech/WillcocksS01,2001
Chris Sauer,journals/jitech/WillcocksS01,2001
Heejin Lee,journals/jitech/LeeSC02,2002
Steve Sawyer,journals/jitech/LeeSC02,2002
Margi Levy,journals/jitech/LevyPY01,2001
Philip Powell,journals/jitech/LevyPY01,2001
Philip Yetton,journals/jitech/LevyPY01,2001
Leslie P. Willcocks,journals/jitech/WillcocksS02,2002
