source,target
F. Bruce Shepherd,Gordon T. Wilfong
Vishal Sharma,Emmanouel A. Varvarigos
John C. S. Lui,David K. Y. Yau
Tetsuya Takine,Yuji Oie
Israel Cidon,Joseph Naor
Dimitrios Stiliadis,Parameswaran Ramanathan
Xiaojun Shen,Yi Pan 0001
Wu-chang Feng,Kang G. Shin
Wu-chang Feng,Dilip D. Kandlur
Wu-chang Feng,Debanjan Saha
Kang G. Shin,Dilip D. Kandlur
Kang G. Shin,Debanjan Saha
Dilip D. Kandlur,Debanjan Saha
Xi Zhang,Kang G. Shin
Xi Zhang,Debanjan Saha
Xi Zhang,Dilip D. Kandlur
Yehuda Afek,Sariel Har-Peled
Lampros Kalampoukas,Anujan Varma
Lampros Kalampoukas,K. K. Ramakrishnan
Anujan Varma,K. K. Ramakrishnan
Anja Feldmann,Albert G. Greenberg
Anja Feldmann,Carsten Lund
Anja Feldmann,Nick Reingold
Anja Feldmann,Jennifer Rexford
Albert G. Greenberg,Carsten Lund
Albert G. Greenberg,Nick Reingold
Albert G. Greenberg,Jennifer Rexford
Carsten Lund,Nick Reingold
Carsten Lund,Jennifer Rexford
Nick Reingold,Jennifer Rexford
Stefan Savage,David Wetherall
David Wetherall,Anna R. Karlin
David Wetherall,Thomas E. Anderson
Matthias Grossglauser,David N. C. Tse
Yishay Mansour,Boaz Patt-Shamir
Ronald A. Iltis,Emmanouel A. Varvarigos
Rajeev Rastogi,Bülent Yener
Abraham Silberschatz,Bülent Yener
Evangelos P. Markatos,Dionisios N. Pnevmatikatos
Evangelos P. Markatos,Manolis Katevenis
Dionisios N. Pnevmatikatos,Manolis Katevenis
André Girard,Catherine Rosenberg
Jennifer Rexford,Kang G. Shin
Vishal Sharma,Kai-Yeung Siu
Cheng-Shang Chang,Rene L. Cruz
Cheng-Shang Chang,Jean-Yves Le Boudec
Cheng-Shang Chang,Patrick Thiran
Rene L. Cruz,Jean-Yves Le Boudec
Rene L. Cruz,Patrick Thiran
Jean-Yves Le Boudec,Patrick Thiran
Richard A. Barry,Steven G. Finn
Costas Courcoubetis,George D. Stamoulis
Maurizio A. Bonuccelli,M. Claudia Clò
Paul Francis,Danny Raz
Paul Francis,Yuval Shavitt
Paul Francis,Lixia Zhang 0001
Danny Raz,Lixia Zhang 0001
Yuval Shavitt,Lixia Zhang 0001
Tsipora P. Barzilai,Dilip D. Kandlur
Ran Libeskind-Hadas,Rami G. Melhem
Verus Pronk,Jan H. M. Korst
Gustavo de Veciana,Takis Konstantopoulos
Oran Sharon,Eitan Altman
Lixin Gao,Jennifer Rexford
Roch Guérin,Ariel Orda
Song Chong,Sungho Kang
Craig Partridge,Stephen T. Kent
Stephen T. Kent,W. Timothy Strayer
Ellen L. Hahne,Abhijit K. Choudhury
Gurusamy Mohan,Arun K. Somani
C. Siva Ram Murthy,Arun K. Somani
Ioannis Ch. Paschalidis,Yong Liu
Marco Mellia,Fabio Neri
Nick G. Duffield,Matthias Grossglauser
Terence D. Todd,John Litva
Franco Blanchini,Renato Lo Cigno
Franco Blanchini,Roberto Tempo
Renato Lo Cigno,Roberto Tempo
Randall B. Smith,Clifford A. Shaffer
Paolo Narváez,Kai-Yeung Siu
Paolo Narváez,Hong-Yi Tzeng
Kai-Yeung Siu,Hong-Yi Tzeng
Sheng Ma,Chuanyi Ji
Zhi-Li Zhang,David Hung-Chang Du
Rose P. Tsang,David Hung-Chang Du
Ian F. Akyildiz,Inwhee Joe
Hujun Bao,Heung-Yeung Shum
Heung-Yeung Shum,Qunsheng Peng
Hiromasa Suzuki,Alyn P. Rockwood
Hiromasa Suzuki,Leif Kobbelt
Alyn P. Rockwood,Leif Kobbelt
Joon Ki Paik,Mongi A. Abidi
Brian A. Barsky,Yoshihisa Shinagawa
Brian A. Barsky,Wenping Wang
Yoshihisa Shinagawa,Wenping Wang
Guoling Shen,Takis Sakkalis
Guoling Shen,Nicholas M. Patrikalakis
Takis Sakkalis,Nicholas M. Patrikalakis
Alexandre X. Falcão,Jayaram K. Udupa
Wenping Wang,Barry Joe
Wenping Wang,Ronald N. Goldman
Barry Joe,Ronald N. Goldman
Min Chen,Gregory M. Nielson
Min Chen,Arie E. Kaufman
Gregory M. Nielson,Arie E. Kaufman
Bert Jüttler,Myung-Soo Kim
Marie-Paule Cani,Pierre Poulin
Sudhanshu Kumar Semwal,Jun Ohya
Falai Chen,Wenping Wang
Hyeong-Seok Ko,Norman I. Badler
Gershon Elber,Myung-Soo Kim
Günther Greiner,Andreas Kolb 0001
Marie-Paule Cani,Jean-Dominique Gascuel
Wolfgang Heidrich,Hans-Peter Seidel
Martin Vetterli,Thomas M. Liebling
Sung Je Hong,Myung-Soo Kim
Sung Je Hong,Gershon Elber
Piotr Kosiuczenko,Martin Wirsing
Luís Ferreira Pires,Marten van Sinderen
Hartmut Ehrig,Michael Goedicke
Michael Goedicke,Julia Padberg
Atila Ertas,Murat M. Tanik
Daniel E. Cooke,Joseph E. Urban
Vladik Kreinovich,Joseph E. Urban
Munehiro Fukuda,Michael B. Dillencourt
Julia Padberg,Reiko Heckel
Wen-Jun Zhang 0001,Wei Zhao
Bruno Siciliano,Jadran Lenarcic
Shuguang Huang,Joseph M. Schimmels
Youngil Youm,Wan Kyun Chung
Giuseppe C. Calafiore,Marina Indri
Giuseppe C. Calafiore,Basilio Bona
Marina Indri,Basilio Bona
Yoshifumi Morita,Fumitoshi Matsuno
Hisashi Kando,Fumitoshi Matsuno
Fumitoshi Matsuno,Hiroyuki Ukai
Gabriel Jiménez,José Luis Sevillano
Gabriel Jiménez,Antón Civit Balcells
José Luis Sevillano,Antón Civit Balcells
David A. Sanders,Sheng Chen 0001
Shuzhi Sam Ge,J. Wang
J. Wang,Tong Heng Lee
K. Sridharan,S. Sathiya Keerthi
Terenziano Raparelli,Mauro Velardocchia
Woong Kwon,Sukhan Lee
Paolo Dario,Eugenio Guglielmelli
Hitay Özbay,Hooshang Hemami
Antonio Berlanga,José M. Molina
Pedro Isasi,José M. Molina
Shuzhi Sam Ge,G. Zhu
Tong Heng Lee,G. Zhu
Dong Sun 0001,Yun-Hui Liu
Eduardo F. Camacho,Miguel Toro
Christopher C. Yang,Michael M. Marefat
Fabrizio Caccavale,Ciro Natale
Fabrizio Caccavale,Luigi Villani
Ciro Natale,Bruno Siciliano
Ciro Natale,Luigi Villani
Bruno Siciliano,Luigi Villani
James E. Bobrow,Frank C. Park
Angel P. Del Pobil,Kamal K. Gupta
Angel P. Del Pobil,José Mira
Kamal K. Gupta,José Mira
Robert M. French,Elizabeth Thomas
Selmer Bringsjord,David A. Ferrucci
John A. N. Lee,Colin Burke
Jouko A. Väänänen,Dag Westerståhl
Chris Brink,Ingrid Rewitzky
Horacio L. Arló-Costa,Richmond H. Thomason
Fernando Ferreira,Kai Frederick Wehmeier
David Makinson,Leendert W. N. van der Torre
Martine Labbé,Patrice Marcotte
Martine Labbé,Gilles Savard
Randolph W. Hall,Jacob H.-S. Tsao
Patrick Jaillet,Jonathan F. Bard
Patrick Jaillet,Moshe Dror
Jonathan F. Bard,Moshe Dror
Michael Patriksson,R. Tyrrell Rockafellar
David Goldsman,Ellis L. Johnson
David Goldsman,George L. Nemhauser
Guy Desaulniers,Jacques Desrosiers
Gennaro Improta,Roberto Musmanno
Giuseppe Paletta,Maria Grazia Speranza
Stefano Pallottino,Federico Malucelli
Oded Berman,Richard C. Larson
Ravindra K. Ahuja,Stefano Pallottino
Ravindra K. Ahuja,Maria Grazia Scutellà
James B. Orlin,Stefano Pallottino
James B. Orlin,Maria Grazia Scutellà
Stefano Pallottino,Maria Grazia Scutellà
Paolo Toth,Diego Klabjan
Paolo Toth,Roberto Baldacci
Diego Klabjan,Roberto Baldacci
Ann Blandford,Thomas R. G. Green
Massimo Zancanaro,Carlo Strapparava
Massimo Zancanaro,Oliviero Stock
Carlo Strapparava,Oliviero Stock
Peter J. Brown,Gareth J. F. Jones
Nitin "Nick" Sawhney,Chris Schmandt
Mark D. Dunlop,Stephen A. Brewster
Jun Rekimoto,Yuichiro Anzai
Luis Castedo,Pierre Degauque
Luis Castedo,Pedro M. Crespo
Pierre Degauque,Pedro M. Crespo
Paul J. M. Havinga,Gerard J. M. Smit
Mohsen Guizani,Hamid Aghvami
Mohsen Guizani,Mounir Hamdi
Mohsen Guizani,Michele Zorzi
Hamid Aghvami,Mounir Hamdi
Hamid Aghvami,Michele Zorzi
Mounir Hamdi,Michele Zorzi
Mohamed-Slim Alouini,Andrea J. Goldsmith
Marvin K. Simon,Andrea J. Goldsmith
Subir Das,Prathima Agrawal
Zhimei Jiang,Li-Fung Chang
Zhimei Jiang,Kin K. Leung
Li-Fung Chang,Kin K. Leung
Ling Li,Hongbin Li
Marina Mondin,Letizia Lo Presti
Mohamed-Slim Alouini,Andreas F. Molisch
Mohamed-Slim Alouini,Reinaldo A. Valenzuela
Andreas F. Molisch,Reinaldo A. Valenzuela
Anthony Vetro,Chang Wen Chen
Maria Angeles Vázquez-Castro,Bertram Arbesser-Rastburg
Fernando Pérez-Fontán,Bertram Arbesser-Rastburg
Chatschik Bisdikian,Mahmoud Naghshineh
Daniel Ralph,Hamid Aghvami
Mario Gerla,Songwu Lu
Nitin H. Vaidya,Charles E. Perkins
Nitin H. Vaidya,Gabriel Montenegro
Charles E. Perkins,Gabriel Montenegro
Satish K. Tripathi,Swapna S. Gokhale
Ibrahim W. Habib,Francesco Vatalaro
Bernd Girod,Rui Zhang
Jianhua Lu,Youshou Wu
Chang Wen Chen,Jiebo Luo
Huaxiong Wang,Chaoping Xing
Bruce A. Reed,Benny Sudakov
André Kündgen,Dhruv Mubayi
André Kündgen,Prasad Tetali
Dhruv Mubayi,Prasad Tetali
Adam Idzik,Gyula O. H. Katona
Péter Komjáth,James H. Schmerl
Lorenz Halbeisen,Pierre Matet
Carlos A. Di Prisco,Stevo Todorcevic
Peter Frankl,Norihide Tokushige
Vitaly Bergelson,Neil Hindman
Noga Alon,Eldar Fischer
Eldar Fischer,Mario Szegedy
Cristopher Moore,Igor Pak
Phil Hanlon,Michelle L. Wachs
R. Bruce Richter,Richard P. Vitray
Dragos Cvetkovic,Mirko Lepovic
Dragos Cvetkovic,Peter Rowlinson
Dragos Cvetkovic,Slobodan K. Simic
Mirko Lepovic,Peter Rowlinson
Mirko Lepovic,Slobodan K. Simic
Peter Rowlinson,Slobodan K. Simic
Jean-Xavier Rampon,Bernd S. W. Schröder
Eric Lehman,Dana Ron
Rolf S. Rees,Lie Zhu
Thomas Böhme 0001,Bojan Mohar
Hong-Jian Lai,Lubomír Soltés
Lowell W. Beineke,Frank Harary
Frank Sottile,Jeffrey Stroomer
Frank Sottile,Julian West
Jeffrey Stroomer,Julian West
Dmitry Fon-Der-Flaass,Jaroslav Nesetril
Jaroslav Nesetril,André Raspaud
Mihai Ciucu,Christian Krattenthaler
Shalom Eliahou,Sylvain Gravier
Shalom Eliahou,Charles Payan
Chris D. Godsil,Gordon F. Royle
Vladimir P. Korzhik,Heinz-Jürgen Voss
Noga Alon,László Lovász
Imre Z. Ruzsa,Zsolt Tuza
Imre Z. Ruzsa,Margit Voigt
Antonio Pasini,Sergey V. Shpectorov
Simon Litsyn,Gilles Zémor
Bojan Mohar,Neil Robertson
Paul Fischer,Jirí Matousek 0001
Thomas Böhme 0001,Carsten Thomassen
Bojan Mohar,Carsten Thomassen
Patric R. J. Östergård,Alfred Wassermann
Thomas Böhme 0001,John Maharry
John Maharry,Bojan Mohar
László Babai,Peter Frankl
László Babai,Daniel Stefankovic
Peter Frankl,Daniel Stefankovic
R. D. Baker,Ka Hin Leung
R. D. Baker,Qing Xiang
Gary L. Ebert,Ka Hin Leung
Ka Hin Leung,Qing Xiang
Richard P. Anstee,Jerrold R. Griggs
David C. Torney,Anthony J. Macula
Vince Grolmusz,Benny Sudakov
Dieter Jungnickel,Vassili C. Mavron
Ilijas Farah,Neil Hindman
K. T. Arasu,Ka Hin Leung
Ka Hin Leung,Siu Lun Ma
Aiden A. Bruen,David L. Wehlau
Yoshiharu Kohayakawa,Vojtech Rödl
David S. Gunderson,Imre Leader
David S. Gunderson,Hans Jürgen Prömel
David S. Gunderson,Vojtech Rödl
Imre Leader,Hans Jürgen Prömel
Imre Leader,Vojtech Rödl
Hans Jürgen Prömel,Vojtech Rödl
Ka Hin Leung,Bernhard Schmidt 0001
Siu Lun Ma,Bernhard Schmidt 0001
Bojan Mohar,Paul D. Seymour
Endre Boros,Yair Caro
Endre Boros,Zoltán Füredi
Endre Boros,Raphael Yuster
Yair Caro,Zoltán Füredi
Zoltán Füredi,Raphael Yuster
Yves Edel,Ivan N. Landjev
Yves Edel,Leo Storme
Ivan N. Landjev,Leo Storme
Darryn E. Bryant,Ian M. Wanless
Peter Che Bor Lam,Baogang Xu
Wai Chee Shiu,Baogang Xu
C. Paul Bonnington,Marston D. E. Conder
C. Paul Bonnington,Margaret Morton
Marston D. E. Conder,Margaret Morton
James F. Geelen,Geoffrey P. Whittle
Jason I. Brown,David G. Wagner
Aart Blokhuis,Ralph J. Faudree
Aart Blokhuis,András Gyárfás
Aart Blokhuis,Miklós Ruszinkó
Ralph J. Faudree,András Gyárfás
Ralph J. Faudree,Miklós Ruszinkó
Guoping Jin,Zhenhong Liu
Anna Galluccio,Pavol Hell
Luis A. Goddyn,Pavol Hell
Dhruv Mubayi,Vojtech Rödl
Robert Craigen,Christos Koukouvinos
Tristan Denley,Haidong Wu
Yoshiharu Kohayakawa,Bernd Kreuter
Emanuela Fachini,Angelo Monti
Peter Braß,János Pach
Juhani Karhumäki,Wojciech Plandowski
Neil Robertson,Paul D. Seymour
Neil Robertson,Robin Thomas 0001
Paul D. Seymour,Robin Thomas 0001
Lu Yang,Jingzhong Zhang
Brendan D. McKay,Jennifer Morse
Brendan D. McKay,Herbert S. Wilf
Jennifer Morse,Herbert S. Wilf
Matthew Haines,Shahriar Shahriari
Brian Alspach,Heather Gavlas
James F. Geelen,Bertrand Guenin
Burkard Polster,Hendrik Van Maldeghem
Alexei E. Ashikhmin,Serge G. Vladut
Alexander Barg,Serge G. Vladut
James F. Geelen,James G. Oxley
James F. Geelen,Dirk Vertigan
James G. Oxley,Dirk Vertigan
Dirk Vertigan,Geoffrey P. Whittle
Guoli Ding,Wenan Zang
Dan Archdeacon,R. Bruce Richter
C. Paul Bonnington,R. Bruce Richter
R. Bruce Richter,Jozef Sirán
Arthur T. Benjamin,Jennifer J. Quinn
Ronald L. Graham,Tomasz Luczak
Tomasz Luczak,Vojtech Rödl
Joan P. Hutchinson,R. Bruce Richter
Joan P. Hutchinson,Paul D. Seymour
R. Bruce Richter,Paul D. Seymour
Guantao Chen,Ronald J. Gould
Guantao Chen,Hao Li
Ronald J. Gould,Hao Li
James F. Geelen,A. M. H. Gerards
James F. Geelen,Geoff Whittle
A. M. H. Gerards,Geoff Whittle
Robin Pemantle,Mark C. Wilson
Vladimir G. Boltyanski,Horst Martini
Rita Cucchiara,Fabrizio Riguzzi
Massimo Piccardi,Fabrizio Riguzzi
Steve Counsell,Xiaohui Liu
Huan Liu,Stan Z. Li
Huan Liu,Chin-Seng Chua
Stan Z. Li,Chin-Seng Chua
Xinchuan Zeng,Tony R. Martinez
Kian-Lee Tan,Huan Liu
Xiaohui Liu,Christine A. Orengo
Weidong Gao 0001,Alfred Geroldinger
Rudolf Ahlswede,András Sárközy
Levon H. Khachatrian,András Sárközy
Imre Bárány,János Pach
Imre Bárány,Gábor Tardos
Marco Buratti,Mario Gionfriddo
Marco Buratti,Lorenzo Milazzo
Marco Buratti,Vitaly I. Voloshin
Mario Gionfriddo,Lorenzo Milazzo
Mario Gionfriddo,Vitaly I. Voloshin
Lorenzo Milazzo,Vitaly I. Voloshin
Manfred Kudlek,Iurie Rogojin
Svetlana Cojocaru,Victor Ufnarovski
Dmitrii Lozovanu,Vitaly I. Voloshin
Svetlana Cojocaru,Alexandru Colesnicov
Svetlana Cojocaru,Ludmila Malahova
Alexandru Colesnicov,Ludmila Malahova
Horia-Nicolai Teodorescu,Abraham Kandel
Andreas Bertsch,Christoph Thiel
Claudia Bertram-Kretzberg,Andreas Birkendorf
Lutz J. Heinrich,Gustav Pomberger
R. Govindarajan,Erik R. Altman
R. Govindarajan,Guang R. Gao
Erik R. Altman,Guang R. Gao
William Fornaciari,Cristina Silvano
Patrick Schaumont,Ingrid Verbauwhede
Antonio Cau,Hussein Zedan
Luca Benini,Cristina Silvano
Petru Eles,Zebo Peng
Peter Green,Martyn Edwards
Frank Vahid,Walid A. Najjar
Yaroslav D. Sergeyev,Domenico Famularo
Yaroslav D. Sergeyev,Paolo Pugliese
Domenico Famularo,Paolo Pugliese
James Abello,Panos M. Pardalos
James Abello,Mauricio G. C. Resende
Robert E. Mahony,Jonathan H. Manton
Rainer E. Burkard,Phan Thien Thach
H. Edwin Romeijn,Robert L. Smith 0002
Marcus Brazil,J. Hyam Rubinstein
Marcus Brazil,Nicholas C. Wormald
J. Hyam Rubinstein,Jia F. Weng
Jia F. Weng,Nicholas C. Wormald
Eligius M. T. Hendrix,Inmaculada García
Alexander M. Rubinov,Ivan Singer
Immanuel M. Bomze,Etienne de Klerk
Li-Zhi Liao,Houduo Qi
Li-Zhi Liao,Liqun Qi 0001
Jane You,Yin-Feng Xu
Jane You,James N. K. Liu
Yin-Feng Xu,James N. K. Liu
Jack Brimberg,Pierre Hansen
Jack Brimberg,Nenad Mladenovic
K. I. M. McKinnon,Duan Li 0002
Lynn Margaret Batten,Gleb Beliakov
Vladimir F. Demyanov,Alexander M. Rubinov
James M. Calvin,Antanas Zilinskas
Siegfried Schaible,Jen-Chih Yao
Lou Caccetta,Kok Lay Teo
Roland W. Freund,Florian Jarre
Laurent Granvilliers,Frédéric Benhamou
David J. Evans 0001,A. R. Yaakub
M. M. Chawla,David J. Evans 0001
Mansour Al-Zanaidi,David J. Evans 0001
Md Nasir Sulaiman,Mohd Yazid Saman
Md Nasir Sulaiman,David J. Evans 0001
Mohd Yazid Saman,David J. Evans 0001
Xiaoyu Song,Xinming Ye
Gheorghe Paun,Hiroshi Tanaka
Yan Li,Lishan Kang
Yan Li,Hugo de Garis
Lishan Kang,Jun He 0004
Lishan Kang,David J. Evans 0001
Jun He 0004,David J. Evans 0001
Martin Baca,Mirka Miller
Martin Baca,Slamin
Zhi-Hao Cao,David J. Evans 0001
Maxime Crochemore,Laurent Mouchard
Catterina Dagnino,Vittoria Demichelis
Diane M. Donovan,Anne Penfold Street
Abdollah Khodkar,Anne Penfold Street
Ljiljana Brankovic,Jozef Sirán
C. R. Wan,David J. Evans 0001
Zhong-Zhi Bai,David J. Evans 0001
Weijia Jia,Liang Zhang
Ophir Frieder,Frank Harary
Frank Harary,Peng-Jun Wan
Helmut Jürgensen,Lila Kari
Helmut Jürgensen,Gabriel Thierrin
Lila Kari,Gabriel Thierrin
Tomaz Pisanski,Blaz Zmazek
Tomaz Pisanski,Janez Zerovnik
Changjun Li,David J. Evans 0001
P. R. Parthasarathy,Wolfgang Stadje
David J. Evans 0001,Marjan Gusev
Harold A. Scheraga,Adam Liwo
Harold A. Scheraga,Cezary Czaplewski
Harold A. Scheraga,Daniel R. Ripoll
Adam Liwo,Cezary Czaplewski
Adam Liwo,Daniel R. Ripoll
Cezary Czaplewski,Daniel R. Ripoll
Bouke P. van Eijck,Jan Kroon
Jon Baker,Peter Pulay
Josep Maria Anglada,Emili Besalú
Josep Maria Anglada,Josep Maria Bofill
Emili Besalú,Josep Maria Bofill
Jenn-Huei Lii,Norman L. Allinger
Steven L. Dixon,Kenneth M. Merz Jr.
Peter L. Cummins,Alistair P. Rendell
Peter L. Cummins,Andrey A. Bliznyuk
Peter L. Cummins,Jill E. Gready
Alistair P. Rendell,Andrey A. Bliznyuk
Alistair P. Rendell,Jill E. Gready
Andrey A. Bliznyuk,Jill E. Gready
Richard A. Friesner,Thomas A. Halgren
Martin R. Saunders,William L. Jorgensen
Kunihiro Kitamura,Umpei Nagashima
Adam Liwo,Stanislaw Oldziej
Miquel Duran,Sándor Suhai
Klaus R. Liedl,Bernd M. Rode
Begoña Hernández,Modesto Orozco
Begoña Hernández,F. Javier Luque
Bing Wang,Peter Pulay
Michael J. Holst,Feng Wang
Ming-Jing Hwang,Arnold T. Hagler
John B. O. Mitchell,Alexander Alex
John B. O. Mitchell,Janet M. Thornton
Alexander Alex,Janet M. Thornton
Kim Palmö,Samuel Krimm
Jörg Weiser,Peter S. Shenkin
Jörg Weiser,István Kolossváry
Jörg Weiser,W. Clark Still
Peter S. Shenkin,István Kolossváry
Peter S. Shenkin,W. Clark Still
István Kolossváry,W. Clark Still
Miquel Duran,Miquel Solà
Piotr Cieplak,Peter A. Kollman
Rajmund Kazmierkiewicz,Adam Liwo
Rajmund Kazmierkiewicz,Harold A. Scheraga
Jacopo Tomasi,Roberto Cammi
Satoshi Ono,Junichi Higo
Soo-Ik Chae,Kiyoung Choi
Miron Abramovici,Charles E. Stroud
Alberto Macii,Enrico Macii
Alberto Macii,Massimo Poncino
Enrico Macii,Riccardo Scarsi
Massimo Poncino,Riccardo Scarsi
Dilip V. Sarwate,Naresh R. Shanbhag
Javier D. Bruguera,Tomás Lang
Chantal Ykman-Couvreur,Diederik Verkest
Chantal Ykman-Couvreur,Ahmed Hemani
Diederik Verkest,Ahmed Hemani
José C. Monteiro,Arlindo L. Oliveira
N. Ranganathan,Ramamurti Chandramouli
Dinesh Somasekhar,Kaushik Roy 0001
Ricardo Salem Zebulum,Didier Keymeulen
Ricardo Salem Zebulum,Taher Daud
Didier Keymeulen,Taher Daud
Arun K. Somani,Akhilesh Tyagi
Ranga Vemuri,Rajesh K. Gupta 0001
Gerard V. Kopcsay,Alina Deutsch
Pranav Ashar,Srinivas Devadas
Kia Bazargan,Majid Sarrafzadeh
V. Srinivasan,Ranga Vemuri
Lothar Thiele,Rolf Ernst
Lothar Thiele,Jürgen Teich
Rolf Ernst,Jürgen Teich
Xiaobo Sharon Hu,Edwin Hsing-Mean Sha
Enrico Macii,Wolfgang Nebel
Brad L. Hutchings,Brent E. Nelson
Sumant Ramprasad,Ibrahim N. Hajj
Sumant Ramprasad,Farid N. Najm
Kuen-Jong Lee,Jhing-Fa Wang
Khurram Muhammad,Poras T. Balsara
Alessandro Bogliolo,Enrico Macii
Alessandro Bogliolo,Massimo Poncino
Zhiyuan Li,Scott Hauck
Jonathan Rose,Zvonko G. Vranesic
Dirk Stroobandt,Jan M. Van Campenhout
Kanad Chakraborty,Pinaki Mazumder
Chung-Kuan Cheng,Andrew B. Kahng
Chung-Kuan Cheng,Dirk Stroobandt
Hyunchul Shin,Lee-Sup Kim
Enrico Macii,Ingrid Verbauwhede
Anand Raghunathan,Luciano Lavagno
Sujit Dey,Luciano Lavagno
A. Patel,Jeffrey Hammes
A. Patel,Walid A. Najjar
A. Patel,A. P. Wim Böhm
Mark C. Johnson,Dinesh Somasekhar
Mark C. Johnson,Kaushik Roy 0001
Francesco Svelto,Rinaldo Castello
Francky Catthoor,Marc Engels
Shambhu J. Upadhyaya,Sreejit Chakravarty
Wen-Ben Jone,Kuen-Jong Lee
Kostas Masselos,Francky Catthoor
Kostas Masselos,Constantinos E. Goutis
Kostas Masselos,Hugo De Man
Francky Catthoor,Constantinos E. Goutis
Constantinos E. Goutis,Hugo De Man
Marco Platzner,Michael J. Flynn
Chris Sauer,Leslie P. Willcocks
Heejin Lee,Steve Sawyer
Margi Levy,Philip Yetton
Philip Powell,Philip Yetton
Laurie McAulay,Neil F. Doherty
Marius A. Janson,Ann Brown
Susan J. Winter,T. Grandon Gill
Eric J. Friedman,Scott Shenker
Michael P. Wellman,Jeffrey K. MacKie-Mason
Peter R. Wurman,Jeffrey K. MacKie-Mason
Alfred Müller,Moshe Shaked
Marco Scarsini,Moshe Shaked
Herbert Hamers,Tamás Solymosi
Herbert Hamers,Stef Tijs
Flip Klijn,Tamás Solymosi
Flip Klijn,Stef Tijs
Tamás Solymosi,Stef Tijs
Marco Slikker,Anne van den Nouweland
T. Parthasarathy,G. Ravindran
Walter Bossert,Steven J. Brams
Weimin Zheng,Qin Lu
Yinghua Min,Shiyuan Yang
Yinghua Min,Xiaowei Li 0001
Shiyuan Yang,Xiaowei Li 0001
Xiaotie Deng,Weimin Zheng
Fachao Li,Cheng Wu
Yinghua Min,Zhongcheng Li
Shiji Song,Cheng Wu
Xiangyang Li,Yunhe Pan
Jin Xu,Zheng Bao
Jacky Estublier,Reidar Conradi
Jacky Estublier,Walter F. Tichy
Reidar Conradi,Walter F. Tichy
Peri L. Tarr,William H. Harrison
Peri L. Tarr,Anthony Finkelstein
Peri L. Tarr,Bashar Nuseibeh
Peri L. Tarr,Dewayne E. Perry
William H. Harrison,Harold Ossher
William H. Harrison,Anthony Finkelstein
William H. Harrison,Bashar Nuseibeh
William H. Harrison,Dewayne E. Perry
Harold Ossher,Anthony Finkelstein
Harold Ossher,Bashar Nuseibeh
Harold Ossher,Dewayne E. Perry
Anthony Finkelstein,Bashar Nuseibeh
Anthony Finkelstein,Dewayne E. Perry
Bashar Nuseibeh,Dewayne E. Perry
Camille Ben Achour,Andreas L. Opdahl
Camille Ben Achour,Matti Rossi
Chang Liu,Debra J. Richardson
Neil A. M. Maiden,George T. Heineman
Rudolf K. Keller,Kai Koskimies
Heinz W. Schmidt,Kurt C. Wallnau
Wojtek Kozaczynski,Bran Selic
Philippe A. Palanque,Fabio Paternò
Cecilia Mascolo,Anthony Finkelstein
Lawrence Bernstein,David Klappholz
L. Darrell Whitley,Adele E. Howe
Robert Fourer,David M. Gay
Felisa J. Vázquez-Abad,Sheldon H. Jacobson
Sven Oliver Krumke,Leen Stougie
Christos Alexopoulos,David Goldsman
Warren B. Powell,David Bernstein
Edmundo de Souza e Silva,H. Richard Gail
Todd S. Munson,Francisco Facchinei
Todd S. Munson,Andreas Fischer 0004
Todd S. Munson,Christian Kanzow
Francisco Facchinei,Michael C. Ferris
Francisco Facchinei,Andreas Fischer 0004
Francisco Facchinei,Christian Kanzow
Michael C. Ferris,Andreas Fischer 0004
Michael C. Ferris,Christian Kanzow
Andreas Fischer 0004,Christian Kanzow
Steven Chamberland,Brunilde Sansò
Han Hoogeveen,Petra Schuurman
Chris N. Potts,Steef L. van de Velde
H. Paul Williams,Hong Yan 0002
Han Hoogeveen,Steef L. van de Velde
Alberto Caprara,Giuseppe Lancia
Celia A. Glass,Chris N. Potts
Celia A. Glass,Vitaly A. Strusevich
Chris N. Potts,Vitaly A. Strusevich
Csaba Mészáros,Jacek Gondzio
Eva K. Lee,Martin W. P. Savelsbergh
Francisco Javier Torrealdea,Alicia D'Anjou
Francisco Javier Torrealdea,Manuel Graña
Erik Mosekilde,Alexander L. Fradkov
Martin Chodorow,Karen Kukich
Han Reichgelt,Aimao Zhang
Alessandro Cucchiarelli,Maurizio Panti
Liliana Ardissono,Luca Console
Ulises Cortés,Miquel Sànchez-Marrè
Ulises Cortés,Joaquim Comas
Ulises Cortés,Ignasi R.-Roda
Ulises Cortés,Manel Poch
Miquel Sànchez-Marrè,Joaquim Comas
Miquel Sànchez-Marrè,Ignasi R.-Roda
Miquel Sànchez-Marrè,Manel Poch
Joaquim Comas,Ignasi R.-Roda
Joaquim Comas,Manel Poch
Ignasi R.-Roda,Manel Poch
Joaquim Comas,Saso Dzeroski
Saso Dzeroski,Ignasi R.-Roda
Saso Dzeroski,Miquel Sànchez-Marrè
Philippe Flajolet,Gilles Schaeffer
Philippe Flajolet,Michèle Soria
Gilles Schaeffer,Michèle Soria
Claire Kenyon,Michael Mitzenmacher
Artur Czumaj,Volker Stemann
Anne Condon,Richard M. Karp
Clara S. Chan,David P. Robbins
Andrew D. Barbour,Gesine Reinert
Noga Alon,Tomasz Luczak
Noga Alon,Tomasz Schoen
